"Val_Type","Val"
"Name","Barbara Hair"
"Title","Associate Director of Institutional Research"
"Office","Office of Institutional Research"
"Mailing Address","3499 Campus Loop Road, MD 4800"
"City/State/Zip/Country","Kennesaw, GA 30144"
"Phone","404-578-3282"
"E-mail Address","data@kennesaw.edu"
"https","//ir.kennesaw.edu/publications/common-data-sets.php"
"Name of College/University","Kennesaw State University"
"Mailing Address","1000 Chastain Road"
"City/State/Zip/Country","Kennesaw, GA 30144 USA"
"Main Phone Number","(470) 578-6000"
"WWW Home Page Address","http//www.kennesaw.edu"
"Admissions Phone Number","(770) 423-6300"
"Admissions Office Mailing Address","3391 Town Point Drive, MD 9111, Suite 1000"
"City/State/Zip/Country","Kennesaw, GA 30144"
"Admissions Fax Number","(470) 578-9169"
"Admissions E-mail Address","KSUAdmit@kennesaw.edu"
"https","//www.kennesaw.edu/admissions/undergraduate/apply.php"
