"Val_Type","Val"
"Name","Watasha Hall"
"Title","Manager, Institutional Reporting & Data Governance"
"Office","Office of Institutional Information"
"Mailing Address","10 W. 35th St"
"City/State/Zip/Country","Chicago, IL 60616"
"Phone","312-567-3000"
"E-mail Address","oii@iit.edu"
"Name of College/University","Illinois Institute of Technology"
"Mailing Address","10 W. 35th St"
"City/State/Zip/Country","Chicago, IL 60616"
"Main Phone Number","312-567-3000"
"WWW Home Page Address","https//www.iit.edu/"
"Admissions Phone Number","312-567-3025"
"Admissions Toll-Free Phone Number","800-448-2329"
"Admissions Office Mailing Address","10 W. 33rd St"
"City/State/Zip/Country","Chicago, IL 60616"
"Admissions E-mail Address","admission@iit.edu"
