"Val_Type","Val"
"Name","Anupma Singh"
"Title","Director Office of Institutional Research"
"Office","3141 Chestnut Street, Randell 242"
"Mailing Address","Philadelphia PA 19104"
"City/State/Zip/Country","215-895-6331"
"Fax","as5456@drexel.edu"
"https","//drexel.edu/institutionalresearch/university-facts/common_data/"
"Name of College/University","Drexel University"
"Mailing Address","3141 Chestnut Street"
"City/State/Zip/Country","Philadelphia, PA 19104 USA"
"Main Phone Number","215-895-2000"
"WWW Home Page Address","www.drexel.edu"
"Admissions Phone Number","215-895-2400"
"Admissions Toll-Free Phone Number","1-800-2-DREXEL"
"Admissions Office Mailing Address","3141 Chestnut Street, Main Bldg, Room 212"
"City/State/Zip/Country","Philadelphia, PA 19104 USA"
"Admissions Fax Number","215-895-1285"
"Admissions E-mail Address","enroll@drexel.edu"
