"Val_Type","Val"
"Name","Shama Akhtar"
"Title","Director, Institutional Effectiveness"
"Office","Office of Institutional Effectiveness"
"Mailing Address","1021 Dulaney Valley Road"
"City/State/Zip/Country","Baltimore, MD 21204"
"Phone","410.337.6062"
"E-mail Address","shama.akhtar@goucher.edu"
"https","//www.goucher.edu/institutional-effectiveness/common-data-sets"
"Name of College/University","Goucher College"
"Mailing Address","1021 Dulaney Valley Road"
"City/State/Zip/Country","Baltimore, MD, 21204-2974, USA"
"Main Phone Number","410.337.6100"
"WWW Home Page Address","http//www.goucher.edu/"
"Admissions Phone Number","410.337.6100"
"Admissions Toll-Free Phone Number","1-8000-GOUCHER ext. 6100"
"Admissions Office Mailing Address","Admissions Office, 1021 Dulaney Valley Road"
"City/State/Zip/Country","Baltimore, Maryland, 21204-2794, USA"
"Admissions Fax Number","410-337-6354"
