"Val_Type","Val"
"Name","Anthony Kunkel"
"Title","Business Intelligence Developer"
"Office","Analytics & Institutional Research"
"Mailing Address","702 4th Ave S AS 101"
"City/State/Zip/Country","St. Cloud MN 56301"
"Phone","320-308-3064"
"E-mail Address","abkunkel@stcloudstate.edu"
"https","//www.stcloudstate.edu/air/reports/default.aspx"
"Name of College/University","St. Cloud State University"
"Mailing Address","720 4th Avenue South"
"City/State/Zip/Country","St. Cloud MN 56301"
"Main Phone Number","320-308-0121"
"WWW Home Page Address","www.stcloudstate.edu"
"Admissions Phone Number","320.308.2244"
"Admissions Toll-Free Phone Number","877.654.7278"
"Admissions Office Mailing Address","720 4th Avenue South AS 115"
"City/State/Zip/Country","St. Cloud MN 56301"
"Admissions Fax Number","320.308.2243"
"Admissions E-mail Address","scsu4u@stcloudstate.edu"
