"Val_Type","Val"
"Name","Juan Ren"
"Title","Senior Institutional Research Analyst"
"Office","Office of Institutional Research & Analytics"
"Mailing Address","1000 University Center Lane"
"City/State/Zip/Country","Lawrenceville, GA 30043 United States"
"Name of College/University","Georgia Gwinnett College"
"Mailing Address","1000 University Center Lane"
"City/State/Zip/Country","Lawrenceville, GA 30043 United States"
"Main Phone Number","(678)407-5000"
"WWW Home Page Address","www.ggc.edu"
"Admissions Phone Number","(678)407-5313"
"Admissions Toll-Free Phone Number","(877)704-4422"
"Admissions Office Mailing Address","Admissions, Bldg. D"
"City/State/Zip/Country","Lawrenceville, GA 30043"
"Admissions Fax Number","(678)407-5747"
"Admissions E-mail Address","ggcadmissions@ggc.edu"
