"Val_Type","Val"
"Name","Colleen Wynn"
"Title","Assistant Vice President of Institutional Research"
"Office","Institutional Research"
"Mailing Address","500 E 9th St"
"City/State/Zip/Country","Claremont, CA 91711"
"Phone","(909) 621-8650"
"Fax","(909) 607-6015"
"E-mail Address","InstitutionalResearch@cmc.edu"
"https","//www.cmc.edu/institutional-research/common-data-set"
"Name of College/University","Claremont McKenna College"
"Mailing Address","500 E 9th Street"
"City/State/Zip/Country","Claremont, CA 91711"
"Main Phone Number","(909) 621-8088"
"WWW Home Page Address","www.claremontmckenna.edu"
"Admissions Phone Number","(909) 621-8088"
"Admissions Office Mailing Address","888 Columbia Avene"
"City/State/Zip/Country","Claremont, CA 91711"
"Admissions Fax Number","(909) 621-8516"
"Admissions E-mail Address","admission@cmc.edu"
