"Val_Type","Val"
"Name","Kerry Nelson"
"Title","Coordinator for IR and Assessment"
"Office","Institutional Research"
"Mailing Address","815 N Broadway"
"City/State/Zip/Country","Saratoga Springs, NY 12866"
"Phone","518-580-8309"
"E-mail Address","knelson3@skidmore.edu"
"http","//www.skidmore.edu/ir/facts/common/"
"Name of College/University","Skidmore College"
"Mailing Address","815 North Broadway"
"City/State/Zip/Country","Saratoga Springs, NY 12866"
"Main Phone Number","518-580-5000"
"WWW Home Page Address","https//www.skidmore.edu"
"Admissions Phone Number","518-580-5570"
"Admissions Toll-Free Phone Number","1-800-867-6007"
"Admissions Office Mailing Address","815 North Broadway"
"City/State/Zip/Country","Saratoga Springs, NY 12866"
"Admissions Fax Number","518-580-5584"
"Admissions E-mail Address","admissions@skidmore.edu"
"https","//www.skidmore.edu/admissions"
