"Val_Type","Val"
"Name","Rebecca Mathews"
"Title","Director of Institutional Research & Decision Support"
"Office","Institutional Research and Decision Support"
"Mailing Address","1000 Olin Way"
"City/State/Zip/Country","Needham, MA 02492"
"Phone","781-292-2376"
"E-mail Address","ir@olin.edu"
"https","//www.olin.edu/about-offices-and-services/institutional-research-and-decision-support"
"Name of College/University","Franklin W. Olin College of Engineering"
"Mailing Address","1000 Olin Way"
"City/State/Zip/Country","Needham, MA 02492"
"Main Phone Number","781-292-2300"
"WWW Home Page Address","www.olin.edu"
"Admissions Phone Number","781-292-2222"
"Admissions Office Mailing Address","1000 Olin Way"
"City/State/Zip/Country","Needham, MA 02492"
"Admissions E-mail Address","info@olin.edu"
