"Val_Type","Val"
"Name","Jeremy Anderson"
"Title","Associate Director of Institutional Research"
"Office","Institutional Research"
"Mailing Address","PO Box 3011"
"City/State/Zip/Country","Commerce, Tx 75429"
"Phone","9034686024"
"Fax","9034683201"
"E-mail Address","Jeremy.Anderson@tamuc.edu"
"https","//www.tamuc.edu/department-of-institutional-effectiveness-and-research/research/"
"Name of College/University","Texas A&M University- Commerce"
"Mailing Address","PO Box 3011"
"City/State/Zip/Country","Commerce, TX 75429"
"Street Address (if different)","2600 South Neal St."
"City/State/Zip/Country","Commerce, TX 75429"
"Main Phone Number","888.868.2682"
"WWW Home Page Address","www.tamuc.edu"
"Admissions Phone Number","903.886.5000"
"Admissions Office Mailing Address","PO Box 3011"
"City/State/Zip/Country","Commerce, TX 75429"
"Admissions Fax Number","903.468.8698"
"Admissions E-mail Address","admissions@tamuc.edu"
