"Val_Type","Val"
"Name","Debra Allen"
"Title","Assistant Provost"
"Office","Institutional Research and Assessment"
"Mailing Address","University of Maine 101 Alumni Hall"
"City/State/Zip/Country","Orono, ME 04469"
"Phone","(207) 581-1461"
"Fax","(207) 581-1576"
"E-mail Address","Debra.Allen@maine.edu"
"https","//umaine.edu/oira/common-data-set"
"Name of College/University","University of Maine at Machias"
"Mailing Address","116 O'Brien Ave"
"City/State/Zip/Country","Machias, ME 04654-1397"
"Main Phone Number","(207) 255-1200"
"WWW Home Page Address","https//machias.edu"
"Admissions Phone Number","(207) 255-1318"
"Admissions Toll-Free Phone Number","1-888-468-6866"
"Admissions Office Mailing Address","116 O'Brien Ave"
"City/State/Zip/Country","Machias, ME 04654-1397"
"Admissions Fax Number","(207) 255-1363"
"Admissions E-mail Address","ummadmissions@maine.edu"
"https","//apply.maine.edu"
