"Val_Type","Val"
"Name","William M. McQuitty"
"Title","Institutional Research Analyst"
"Office","Office of Institutional Research"
"Mailing Address","2002 W Michigan Ave"
"City/State/Zip/Country","Kalamazoo MI 49008-5253 USA"
"Phone","(269) 387-4431"
"Fax","(269) 387-4377"
"E-mail Address","william.m.mcquitty@wmich.edu"
"https","//wmich.edu/institutionalresearch/commondataset"
"Name of College/University","Western Michigan University"
"Mailing Address","1903 W Michigan Ave"
"City/State/Zip/Country","Kalamazoo MI 49008-5200 USA"
"Main Phone Number","(269) 387-1000"
"WWW Home Page Address","wmich.edu"
"Admissions Phone Number","(269) 387-2000"
"Admissions Office Mailing Address","1903 W Michigan Ave"
"City/State/Zip/Country","Kalamazoo, MI 49008-5211 USA"
"Admissions Fax Number","(269) 387-2096"
